Item_Identifier,Item_Weight,Item_Visibility,Year,Outlet_Identifier,Item_Type,Item_MRP,MRP_Level,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Converted Sales
FDY24,4.88,0.133700752,17,OUT049,Baking Goods,52.9298,Low,2,Tier 1,Supermarket Type1,1995.4026,1.297
FDC60,5.425,0.115119905,9,OUT017,Baking Goods,88.3514,Medium,2,Tier 2,Supermarket Type1,1416.8224,0.921
FDH28,15.85,0.110030997,19,OUT046,Frozen Foods,37.2506,Low,3,Tier 1,Supermarket Type1,265.6542,0.173
FDT25,7.5,0.051038045,9,OUT017,Canned,121.7072,Medium,2,Tier 2,Supermarket Type1,3552.7088,2.309
DRJ13,12.65,0.062837968,29,OUT013,Soft Drinks,161.5578,High,1,Tier 3,Supermarket Type1,2406.867,1.564
NCO07,9.06,0.017116983,31,OUT019,Others,211.956,Very_High,3,Tier 1,Grocery Store,213.056,0.138
FDW20,20.75,0.024129332,29,OUT013,Fruits and Vegetables,124.173,Medium,1,Tier 3,Supermarket Type1,2956.152,1.921
DRF27,8.93,0.049754975,31,OUT019,Dairy,152.134,High,3,Tier 1,Grocery Store,153.134,0.1
FDS49,9,0.086868554,12,OUT035,Canned,79.7644,Medium,3,Tier 2,Supermarket Type1,1649.8524,1.072
FDX25,16.7,0.101561568,31,OUT027,Canned,181.9292,High,2,Tier 3,Supermarket Type3,3101.2964,2.016
NCX42,6.36,0.005949644,31,OUT027,Household,165.6526,High,2,Tier 3,Supermarket Type3,4769.1254,3.1
FDG33,5.365,0.13956116,31,OUT027,Seafood,170.4764,High,2,Tier 3,Supermarket Type3,3435.528,2.233
FDL56,14.1,0.126035694,14,OUT045,Fruits and Vegetables,86.4198,Medium,2,Tier 2,Supermarket Type1,1133.8574,0.737
FDF14,7.55,0.027164679,12,OUT035,Canned,152.334,High,3,Tier 2,Supermarket Type1,2603.278,1.692
NCD06,13,0.099325278,19,OUT046,Household,45.406,Low,3,Tier 1,Supermarket Type1,605.878,0.394
DRM47,9.3,0.04357366,31,OUT027,Hard Drinks,192.8846,High,2,Tier 3,Supermarket Type3,2293.0152,1.49
FDS46,17.6,0.082741482,31,OUT019,Snack Foods,118.7782,Medium,3,Tier 1,Grocery Store,119.1782,0.077
FDB35,12.3,0.064565202,29,OUT013,Starchy Foods,92.9804,Medium,1,Tier 3,Supermarket Type1,1929.4884,1.254
FDX21,7.05,0.084554569,31,OUT027,Snack Foods,109.8912,Medium,2,Tier 3,Supermarket Type3,2074.6328,1.349
NCU05,11.8,0.058451805,31,OUT027,Health and Hygiene,79.9618,Medium,2,Tier 3,Supermarket Type3,241.6854,0.157
NCR38,17.25,0.113748685,14,OUT045,Household,251.3724,Very_High,2,Tier 2,Supermarket Type1,6795.1548,4.417
NCR18,15.85,0.020603511,9,OUT017,Household,42.7112,Low,2,Tier 2,Supermarket Type1,639.168,0.415
NCU41,18.85,0.052044976,12,OUT035,Health and Hygiene,192.1846,High,3,Tier 2,Supermarket Type1,3248.4382,2.111
FDY56,16.35,0.062764429,9,OUT017,Fruits and Vegetables,227.6062,Very_High,2,Tier 2,Supermarket Type1,7222.5984,4.695
DRJ51,14.1,0.087977262,12,OUT035,Dairy,229.0668,Very_High,3,Tier 2,Supermarket Type1,3225.1352,2.096
FDK21,7.905,0.010010425,12,OUT035,Snack Foods,249.0408,Very_High,3,Tier 2,Supermarket Type1,3755.112,2.441
FDY25,12,0.033946163,29,OUT013,Canned,179.3976,High,1,Tier 3,Supermarket Type1,3440.8544,2.237
FDU44,12.15,0.058414678,12,OUT035,Fruits and Vegetables,163.4552,High,3,Tier 2,Supermarket Type1,974.7312,0.634
FDL43,10.1,0.027106459,17,OUT049,Meat,75.367,Medium,2,Tier 1,Supermarket Type1,535.969,0.348
FDF05,17.5,0.027022883,9,OUT017,Frozen Foods,262.491,Very_High,2,Tier 2,Supermarket Type1,5259.82,3.419
DRF15,18.35,0.058153409,31,OUT019,Dairy,152.034,High,3,Tier 1,Grocery Store,306.268,0.199
FDL20,17.1,0.128937661,7,OUT018,Fruits and Vegetables,112.3886,Medium,2,Tier 3,Supermarket Type2,1779.0176,1.156
FDV32,7.785,0.088846306,17,OUT049,Fruits and Vegetables,61.451,Low,2,Tier 1,Supermarket Type1,759.012,0.493
FDJ34,11.8,0.09357779,29,OUT013,Snack Foods,125.9704,Medium,1,Tier 3,Supermarket Type1,1877.556,1.22
FDG08,13.15,0.165694678,14,OUT045,Fruits and Vegetables,171.8764,High,2,Tier 2,Supermarket Type1,3779.0808,2.456
FDQ04,6.4,0.148392623,31,OUT019,Frozen Foods,41.5796,Low,3,Tier 1,Grocery Store,41.2796,0.027
FDW13,8.5,0.098438394,9,OUT017,Canned,51.1324,Low,2,Tier 2,Supermarket Type1,259.662,0.169
NCI17,8.645,0.143303291,29,OUT013,Health and Hygiene,96.341,Medium,1,Tier 3,Supermarket Type1,193.082,0.126
FDY03,17.6,0.076276208,14,OUT045,Meat,110.9202,Medium,2,Tier 2,Supermarket Type1,1687.803,1.097
FDS12,9.1,0.175103435,9,OUT017,Baking Goods,127.5362,Medium,2,Tier 2,Supermarket Type1,4655.9394,3.026
FDJ55,12.8,0.023511371,29,OUT013,Meat,225.9404,Very_High,1,Tier 3,Supermarket Type1,4950.8888,3.218
DRK01,7.63,0.06105276,12,OUT035,Soft Drinks,95.4436,Medium,3,Tier 2,Supermarket Type1,1418.154,0.922
FDG28,9.285,0.049559042,9,OUT017,Frozen Foods,246.4144,Very_High,2,Tier 2,Supermarket Type1,1225.072,0.796
FDY38,13.6,0.119418124,14,OUT045,Dairy,231.03,Very_High,2,Tier 2,Supermarket Type1,5359.69,3.484
FDN01,8.895,0.072545601,14,OUT045,Breakfast,176.237,High,2,Tier 2,Supermarket Type1,1764.37,1.147
NCR54,16.35,0.090486828,29,OUT013,Household,195.211,High,1,Tier 3,Supermarket Type1,2553.343,1.66
FDG29,17.6,0.056245075,29,OUT013,Frozen Foods,43.3454,Low,1,Tier 3,Supermarket Type1,1006.6896,0.654
FDG24,7.975,0.014618973,29,OUT013,Baking Goods,85.225,Medium,1,Tier 3,Supermarket Type1,1081.925,0.703
FDG59,15.85,0.043479126,9,OUT017,Starchy Foods,36.7164,Low,2,Tier 2,Supermarket Type1,308.9312,0.201
FDM28,15.7,0.045166237,29,OUT013,Frozen Foods,178.666,High,1,Tier 3,Supermarket Type1,2516.724,1.636
FDW04,8.985,0.057827101,19,OUT046,Frozen Foods,128.831,Medium,3,Tier 1,Supermarket Type1,1428.141,0.928
FDS26,20.35,0.089394766,29,OUT013,Dairy,260.1594,Very_High,1,Tier 3,Supermarket Type1,2093.2752,1.361
FDQ56,6.59,0.10550944,29,OUT013,Fruits and Vegetables,85.6908,Medium,1,Tier 3,Supermarket Type1,1929.4884,1.254
FDK51,19.85,0.005234153,12,OUT035,Dairy,264.0884,Very_High,3,Tier 2,Supermarket Type1,5829.7448,3.789
FDL22,16.85,0.036390174,19,OUT046,Snack Foods,91.4488,Medium,3,Tier 1,Supermarket Type1,2082.6224,1.354
FDH19,19.35,0.03292824,31,OUT027,Meat,173.1738,High,2,Tier 3,Supermarket Type3,7298.4996,4.744
FDY55,16.75,0.081252534,29,OUT013,Fruits and Vegetables,256.4988,Very_High,1,Tier 3,Supermarket Type1,7452.9652,4.844
FDY03,17.6,0.076552407,9,OUT017,Meat,110.5202,Medium,2,Tier 2,Supermarket Type1,450.0808,0.293
FDK21,7.905,0.016758569,18,OUT010,Snack Foods,250.4408,Very_High,2,Tier 3,Grocery Store,500.6816,0.325
FDZ10,17.85,0.044248175,31,OUT027,Snack Foods,126.202,Medium,2,Tier 3,Supermarket Type3,3668.558,2.385
FDZ32,7.785,0.038288087,7,OUT018,Fruits and Vegetables,103.1964,Medium,2,Tier 3,Supermarket Type2,736.3748,0.479
NCZ18,7.825,0.186032678,12,OUT035,Household,253.0698,Very_High,3,Tier 2,Supermarket Type1,6088.0752,3.957
NCF07,9,0.031867464,31,OUT027,Household,101.0016,Medium,2,Tier 3,Supermarket Type3,2125.2336,1.381
DRE49,20.75,0.021370201,9,OUT017,Soft Drinks,153.0024,High,2,Tier 2,Supermarket Type1,2277.036,1.48
FDJ08,11.1,0.193772568,31,OUT019,Fruits and Vegetables,190.3846,High,3,Tier 1,Grocery Store,573.2538,0.373
FDT39,6.26,0.009866049,12,OUT035,Meat,151.1366,High,3,Tier 2,Supermarket Type1,2267.049,1.474
FDE08,18.2,0.082551042,18,OUT010,Fruits and Vegetables,147.3734,High,2,Tier 3,Grocery Store,296.9468,0.193
NCD06,13,0.099729888,7,OUT018,Household,46.306,Low,2,Tier 3,Supermarket Type2,559.272,0.364
FDB57,20.25,0.018801549,12,OUT035,Fruits and Vegetables,222.1772,Very_High,3,Tier 2,Supermarket Type1,5559.43,3.614
NCT54,8.695,0.119721451,17,OUT049,Household,95.5094,Medium,2,Tier 1,Supermarket Type1,1237.7222,0.805
DRF49,7.27,0.071222087,14,OUT045,Soft Drinks,113.5518,Medium,2,Tier 2,Supermarket Type1,569.259,0.37
FDM25,10.695,0.060371962,31,OUT027,Breakfast,174.0712,High,2,Tier 3,Supermarket Type3,3866.9664,2.514
FDF20,12.85,0.033287541,14,OUT045,Fruits and Vegetables,198.4768,High,2,Tier 2,Supermarket Type1,1379.5376,0.897
FDH27,7.075,0.05858462,7,OUT018,Dairy,142.7128,High,2,Tier 3,Supermarket Type2,1869.5664,1.215
FDV60,20.2,0.11679292,31,OUT027,Baking Goods,196.211,High,2,Tier 3,Supermarket Type3,5499.508,3.575
FDY59,8.195,0.031452265,17,OUT049,Baking Goods,94.3462,Medium,2,Tier 1,Supermarket Type1,925.462,0.602
FDK36,7.09,0.00721395,12,OUT035,Baking Goods,47.9034,Low,3,Tier 2,Supermarket Type1,583.2408,0.379
NCM31,6.095,0.081196619,19,OUT046,Others,141.4154,High,3,Tier 1,Supermarket Type1,1418.154,0.922
FDE33,19.35,0.049916364,9,OUT017,Fruits and Vegetables,80.2644,Medium,2,Tier 2,Supermarket Type1,942.7728,0.613
FDU36,6.15,0.04627095,19,OUT046,Baking Goods,99.3384,Medium,3,Tier 1,Supermarket Type1,2364.9216,1.537
FDV13,17.35,0.02747716,31,OUT027,Canned,87.9856,Medium,2,Tier 3,Supermarket Type3,3251.7672,2.114
FDV20,20.2,0.104704537,31,OUT019,Fruits and Vegetables,125.2678,Medium,3,Tier 1,Grocery Store,254.3356,0.165
NCQ54,17.7,0.012540003,12,OUT035,Household,167.0474,High,3,Tier 2,Supermarket Type1,5895.659,3.832
FDO23,17.85,0.147023834,7,OUT018,Breads,93.7436,Medium,2,Tier 3,Supermarket Type2,1134.5232,0.737
DRE60,9.395,0.159657596,14,OUT045,Soft Drinks,224.972,Very_High,2,Tier 2,Supermarket Type1,7696.648,5.003
DRP47,15.75,0.141398626,9,OUT017,Hard Drinks,250.5382,Very_High,2,Tier 2,Supermarket Type1,2775.7202,1.804
FDB21,7.475,0.148821808,14,OUT045,Fruits and Vegetables,241.2854,Very_High,2,Tier 2,Supermarket Type1,5317.0788,3.456
FDR04,7.075,0.024477186,7,OUT018,Frozen Foods,98.0068,Medium,2,Tier 3,Supermarket Type2,874.8612,0.569
FDX23,6.445,0.029691762,19,OUT046,Baking Goods,92.6436,Medium,3,Tier 1,Supermarket Type1,1039.9796,0.676
FDX19,19.1,0.096715523,12,OUT035,Fruits and Vegetables,235.0958,Very_High,3,Tier 2,Supermarket Type1,3038.0454,1.975
FDD40,20.25,0.014790559,12,OUT035,Dairy,193.6162,High,3,Tier 2,Supermarket Type1,3848.324,2.501
FDA01,15,0.054378253,19,OUT046,Canned,59.1904,Low,3,Tier 1,Supermarket Type1,527.3136,0.343
FDS33,6.67,0.123428594,19,OUT046,Snack Foods,89.1514,Medium,3,Tier 1,Supermarket Type1,2390.8878,1.554
FDM50,13,0.029943463,31,OUT027,Canned,60.222,Low,2,Tier 3,Supermarket Type3,1677.816,1.091
FDB29,16.7,0.052368061,29,OUT013,Frozen Foods,112.7176,Medium,1,Tier 3,Supermarket Type1,801.6232,0.521
FDF46,7.07,0.093861144,14,OUT045,Snack Foods,115.5834,Medium,2,Tier 2,Supermarket Type1,1267.0174,0.824
FDA33,6.48,0.033968647,14,OUT045,Snack Foods,148.0076,High,2,Tier 2,Supermarket Type1,886.8456,0.576
FDC08,19,0.173154079,18,OUT010,Fruits and Vegetables,228.272,Very_High,2,Tier 3,Grocery Store,452.744,0.294
FDB53,13.35,0.139735226,14,OUT045,Frozen Foods,147.5392,High,2,Tier 2,Supermarket Type1,3877.6192,2.52
FDY31,5.98,0.043351896,31,OUT027,Fruits and Vegetables,146.6418,High,2,Tier 3,Supermarket Type3,4414.254,2.869
DRQ35,9.3,0.042086652,31,OUT027,Hard Drinks,122.4388,Medium,2,Tier 3,Supermarket Type3,5448.9072,3.542
FDX36,9.695,0.12848269,17,OUT049,Baking Goods,223.9404,Very_High,2,Tier 1,Supermarket Type1,4950.8888,3.218
DRD13,15,0.049357077,9,OUT017,Soft Drinks,62.6168,Low,2,Tier 2,Supermarket Type1,958.752,0.623
FDC52,11.15,0.008326735,9,OUT017,Dairy,149.9708,High,2,Tier 2,Supermarket Type1,1956.1204,1.271
FDB45,20.85,0.021362955,17,OUT049,Fruits and Vegetables,103.2306,Medium,2,Tier 1,Supermarket Type1,2404.2038,1.563
NCK19,9.8,0.151420934,18,OUT010,Others,194.3478,High,2,Tier 3,Grocery Store,387.4956,0.252
FDV51,16.35,0.032511818,29,OUT013,Meat,165.0842,High,1,Tier 3,Supermarket Type1,994.7052,0.647
FDZ35,9.6,0.022323658,14,OUT045,Breads,101.299,Medium,2,Tier 2,Supermarket Type1,1754.383,1.14
NCW17,18,0.019292355,31,OUT027,Health and Hygiene,129.9994,Medium,2,Tier 3,Supermarket Type3,3340.9844,2.172
FDV59,13.35,0.048124443,14,OUT045,Breads,216.7166,Very_High,2,Tier 2,Supermarket Type1,3918.8988,2.547
DRH39,20.7,0.09261307,29,OUT013,Dairy,76.367,Medium,1,Tier 3,Supermarket Type1,306.268,0.199
FDN60,15.1,0.094697274,31,OUT027,Baking Goods,158.4604,High,2,Tier 3,Supermarket Type3,4278.4308,2.781
FDU55,16.2,0.035984104,14,OUT045,Fruits and Vegetables,260.6278,Very_High,2,Tier 2,Supermarket Type1,4425.5726,2.877
FDN58,13.8,0.056596985,31,OUT027,Snack Foods,230.9984,Very_High,2,Tier 3,Supermarket Type3,9267.936,6.024
FDC41,15.6,0.2047,31,OUT019,Frozen Foods,76.867,Medium,3,Tier 1,Grocery Store,229.701,0.149
FDO01,21.1,0.020618324,31,OUT027,Breakfast,129.3994,Medium,2,Tier 3,Supermarket Type3,2055.9904,1.336
NCO43,5.5,0.04709821,19,OUT046,Others,101.3016,Medium,3,Tier 1,Supermarket Type1,3339.6528,2.171
FDQ07,15.1,0.087584126,14,OUT045,Fruits and Vegetables,221.7456,Very_High,2,Tier 2,Supermarket Type1,6410.3224,4.167
FDF28,15.7,0.038078899,9,OUT017,Frozen Foods,122.9046,Medium,2,Tier 2,Supermarket Type1,1992.0736,1.295
FDM01,7.895,0.095102092,9,OUT017,Breakfast,104.4332,Medium,2,Tier 2,Supermarket Type1,2870.9296,1.866
FDY49,17.2,0.011953902,31,OUT027,Canned,164.5184,High,2,Tier 3,Supermarket Type3,2807.0128,1.825
FDR24,17.35,0.062799379,29,OUT013,Baking Goods,88.183,Medium,1,Tier 3,Supermarket Type1,539.298,0.351
NCY18,7.285,0.031125709,29,OUT013,Household,174.3054,High,1,Tier 3,Supermarket Type1,4377.635,2.845
NCY30,20.25,0.026005891,14,OUT045,Household,180.9976,High,2,Tier 2,Supermarket Type1,2716.464,1.766
FDJ22,18.75,0.09246392,31,OUT019,Snack Foods,190.9504,High,3,Tier 1,Grocery Store,383.5008,0.249
DRI37,15.85,0.107765165,17,OUT049,Soft Drinks,59.5904,Low,2,Tier 1,Supermarket Type1,703.0848,0.457
FDL27,6.17,0.010647477,17,OUT049,Meat,66.3826,Low,2,Tier 1,Supermarket Type1,1937.478,1.259
NCO30,19.5,0.015749341,17,OUT049,Household,182.2608,High,2,Tier 1,Supermarket Type1,3307.6944,2.15
NCB07,19.2,0.077628053,17,OUT049,Household,197.611,High,2,Tier 1,Supermarket Type1,3142.576,2.043
FDX25,16.7,0.102127345,7,OUT018,Canned,181.2292,High,2,Tier 3,Supermarket Type2,2554.0088,1.66
FDP59,20.85,0.056695731,7,OUT018,Breads,104.0648,Medium,2,Tier 3,Supermarket Type2,1869.5664,1.215
FDR59,14.5,0.063993068,14,OUT045,Breads,260.4594,Very_High,2,Tier 2,Supermarket Type1,5494.8474,3.572
FDT27,11.395,0.069529262,29,OUT013,Meat,233.1616,Very_High,1,Tier 3,Supermarket Type1,6093.4016,3.961
DRI01,7.97,0.034452949,19,OUT046,Soft Drinks,174.0422,High,3,Tier 1,Supermarket Type1,2586.633,1.681
FDU09,7.71,0.06670068,17,OUT049,Snack Foods,55.2956,Low,2,Tier 1,Supermarket Type1,1255.6988,0.816
FDH26,19.25,0.034699737,19,OUT046,Canned,141.7496,High,3,Tier 1,Supermarket Type1,4093.3384,2.661
FDH27,7.075,0.058346939,19,OUT046,Dairy,142.2128,High,3,Tier 1,Supermarket Type1,3163.8816,2.057
FDN39,19.35,0.065203103,31,OUT027,Meat,166.0816,High,2,Tier 3,Supermarket Type3,5033.448,3.272
FDH40,11.6,0.078929571,19,OUT046,Frozen Foods,79.9276,Medium,3,Tier 1,Supermarket Type1,1137.1864,0.739
FDJ56,8.985,0.182514881,31,OUT027,Fruits and Vegetables,98.77,Medium,2,Tier 3,Supermarket Type3,2696.49,1.753
DRN47,12.1,0.016895293,7,OUT018,Hard Drinks,178.566,High,2,Tier 3,Supermarket Type2,898.83,0.584
NCO17,10,0.073379745,19,OUT046,Health and Hygiene,118.244,Medium,3,Tier 1,Supermarket Type1,2756.412,1.792
FDX60,14.35,0.08075758,14,OUT045,Baking Goods,81.896,Medium,2,Tier 2,Supermarket Type1,878.856,0.571
FDT22,10.395,0.112271498,17,OUT049,Snack Foods,58.222,Low,2,Tier 1,Supermarket Type1,659.142,0.428
FDX26,17.7,0.153741385,31,OUT019,Dairy,182.6292,High,3,Tier 1,Grocery Store,182.4292,0.119
FDG45,8.1,0.127929521,29,OUT013,Fruits and Vegetables,211.4902,Very_High,1,Tier 3,Supermarket Type1,3610.6334,2.347
FDD44,8.05,0.07838564,12,OUT035,Fruits and Vegetables,256.4646,Very_High,3,Tier 2,Supermarket Type1,5153.292,3.35
FDS15,9.195,0.078502143,9,OUT017,Meat,108.7596,Medium,2,Tier 2,Supermarket Type1,2588.6304,1.683
FDL51,20.7,0.047684831,7,OUT018,Dairy,212.5876,Very_High,2,Tier 3,Supermarket Type2,1286.3256,0.836
FDL32,15.7,0.123159656,9,OUT017,Fruits and Vegetables,110.1544,Medium,2,Tier 2,Supermarket Type1,1230.3984,0.8
FDZ07,15.1,0.110708233,31,OUT027,Fruits and Vegetables,60.2194,Low,2,Tier 3,Supermarket Type3,1733.7432,1.127
NCW53,18.35,0.053392944,31,OUT019,Health and Hygiene,193.8162,High,3,Tier 1,Grocery Store,384.8324,0.25
NCA54,16.5,0.036715907,14,OUT045,Household,180.0318,High,2,Tier 2,Supermarket Type1,3969.4996,2.58
FDX09,9,0.065236932,12,OUT035,Snack Foods,176.437,High,3,Tier 2,Supermarket Type1,7763.228,5.046
FDO51,6.785,0.041947547,29,OUT013,Meat,41.2112,Low,1,Tier 3,Supermarket Type1,809.6128,0.526
FDW49,19.5,0.082888496,7,OUT018,Canned,178.6002,High,2,Tier 3,Supermarket Type2,1253.7014,0.815
FDB27,7.575,0.055390121,19,OUT046,Dairy,195.2768,High,3,Tier 1,Supermarket Type1,5715.2272,3.715
FDF45,18.2,0.012194556,29,OUT013,Fruits and Vegetables,57.7904,Low,1,Tier 3,Supermarket Type1,1464.76,0.952
FDV02,16.75,0.060495243,29,OUT013,Dairy,169.8106,High,1,Tier 3,Supermarket Type1,3251.1014,2.113
FDY28,7.47,0.168593729,12,OUT035,Frozen Foods,214.3218,Very_High,3,Tier 2,Supermarket Type1,4274.436,2.778
FDX31,20.35,0.014753811,31,OUT027,Fruits and Vegetables,231.7958,Very_High,2,Tier 3,Supermarket Type3,5375.0034,3.494
FDR43,18.2,0.160707489,31,OUT027,Fruits and Vegetables,38.019,Low,2,Tier 3,Supermarket Type3,1318.284,0.857
FDP51,13.85,0.085622362,7,OUT018,Meat,119.4124,Medium,2,Tier 3,Supermarket Type2,2251.7356,1.464
FDL52,6.635,0.046350909,9,OUT017,Frozen Foods,37.4506,Low,2,Tier 2,Supermarket Type1,1176.4686,0.765
FDR44,6.11,0.102920886,19,OUT046,Fruits and Vegetables,130.4968,Medium,3,Tier 1,Supermarket Type1,3523.4136,2.29
FDB34,15.25,0.026604781,12,OUT035,Snack Foods,86.2198,Medium,3,Tier 2,Supermarket Type1,610.5386,0.397
FDC50,15.85,0.158220857,12,OUT035,Canned,96.4094,Medium,3,Tier 2,Supermarket Type1,1237.7222,0.805
FDT57,15.2,0.031860325,18,OUT010,Snack Foods,235.1248,Very_High,2,Tier 3,Grocery Store,474.0496,0.308
FDP22,14.65,0.099306243,31,OUT027,Snack Foods,52.6666,Low,2,Tier 3,Supermarket Type3,717.7324,0.467
DRE49,20.75,0.021250002,19,OUT046,Soft Drinks,150.5024,High,3,Tier 1,Supermarket Type1,2580.6408,1.677
FDM40,10.195,0.159936948,19,OUT046,Frozen Foods,143.2154,High,3,Tier 1,Supermarket Type1,2552.6772,1.659
FDY32,7.605,0.129503146,14,OUT045,Fruits and Vegetables,164.021,High,2,Tier 2,Supermarket Type1,3914.904,2.545
FDW07,18,0.142688846,19,OUT046,Fruits and Vegetables,88.5514,Medium,3,Tier 1,Supermarket Type1,796.9626,0.518
FDU02,13.35,0.179484411,31,OUT019,Dairy,228.9352,Very_High,3,Tier 1,Grocery Store,916.1408,0.595
NCF18,18.35,0.089163056,14,OUT045,Household,191.3504,High,2,Tier 2,Supermarket Type1,3259.7568,2.119
FDQ56,6.59,0.105761491,17,OUT049,Fruits and Vegetables,84.8908,Medium,2,Tier 1,Supermarket Type1,1677.816,1.091
FDN58,13.8,0.056960814,17,OUT049,Snack Foods,230.0984,Very_High,2,Tier 1,Supermarket Type1,3707.1744,2.41
FDG35,21.2,0.00704098,19,OUT046,Starchy Foods,173.5738,High,3,Tier 1,Supermarket Type1,2954.1546,1.92
FDY34,10.5,0.011026594,7,OUT018,Snack Foods,166.4842,High,2,Tier 3,Supermarket Type2,2652.5472,1.724
NCE19,8.97,0.093203257,14,OUT045,Household,52.7956,Low,2,Tier 2,Supermarket Type1,1037.3164,0.674
NCK31,10.895,0.026916794,31,OUT027,Others,50.9666,Low,2,Tier 3,Supermarket Type3,717.7324,0.467
NCJ29,10.6,0.035264298,14,OUT045,Health and Hygiene,86.1224,Medium,2,Tier 2,Supermarket Type1,426.112,0.277
FDT59,13.65,0.015908424,12,OUT035,Breads,231.1668,Very_High,3,Tier 2,Supermarket Type1,6911.004,4.492
NCX41,19,0.017719277,19,OUT046,Health and Hygiene,211.0244,Very_High,3,Tier 1,Supermarket Type1,3811.0392,2.477
FDU45,15.6,0.035334201,31,OUT027,Snack Foods,115.3518,Medium,2,Tier 3,Supermarket Type3,2277.036,1.48
FDW24,6.8,0.065652494,31,OUT019,Baking Goods,48.9034,Low,3,Tier 1,Grocery Store,48.6034,0.032
FDF22,6.865,0.056919038,17,OUT049,Snack Foods,212.8218,Very_High,2,Tier 1,Supermarket Type1,5770.4886,3.751
FDM60,10.8,0.048143292,19,OUT046,Baking Goods,40.2138,Low,3,Tier 1,Supermarket Type1,690.4346,0.449
FDR02,16.7,0.022047313,29,OUT013,Dairy,110.2886,Medium,1,Tier 3,Supermarket Type1,1890.2062,1.229
DRP35,18.85,0.090427268,31,OUT027,Hard Drinks,126.2336,Medium,2,Tier 3,Supermarket Type3,3195.84,2.077
FDS48,15.15,0.027779254,19,OUT046,Baking Goods,150.1708,High,3,Tier 1,Supermarket Type1,1504.708,0.978
NCZ42,10.5,0.012239025,18,OUT010,Household,238.3248,Very_High,2,Tier 3,Grocery Store,711.0744,0.462
FDZ38,17.6,0.008033611,7,OUT018,Dairy,174.2422,High,2,Tier 3,Supermarket Type2,4311.055,2.802
FDH19,19.35,0.033088472,19,OUT046,Meat,175.4738,High,3,Tier 1,Supermarket Type1,521.3214,0.339
NCB55,15.7,0.160663021,19,OUT046,Household,59.4562,Low,3,Tier 1,Supermarket Type1,829.5868,0.539
FDC15,18.1,0.178975721,9,OUT017,Dairy,155.5288,High,2,Tier 2,Supermarket Type1,1571.288,1.021
FDF11,10.195,0.017627888,12,OUT035,Starchy Foods,239.6538,Very_High,3,Tier 2,Supermarket Type1,2403.538,1.562
FDW35,10.6,0.0194158,31,OUT019,Breads,41.6454,Low,3,Tier 1,Grocery Store,83.8908,0.055
FDB44,6.655,0.016993225,14,OUT045,Fruits and Vegetables,211.0586,Very_High,2,Tier 2,Supermarket Type1,844.2344,0.549
NCC06,19,0.027139013,9,OUT017,Household,127.3336,Medium,2,Tier 2,Supermarket Type1,2940.1728,1.911
FDR04,7.075,0.03777249,18,OUT010,Frozen Foods,98.0068,Medium,2,Tier 3,Grocery Store,291.6204,0.19
FDB17,13.15,0.036746479,14,OUT045,Frozen Foods,181.2976,High,2,Tier 2,Supermarket Type1,3259.7568,2.119
FDW43,20.1,0.022460102,17,OUT049,Fruits and Vegetables,226.8036,Very_High,2,Tier 1,Supermarket Type1,3415.554,2.22
FDA27,20.35,0.033843513,7,OUT018,Dairy,256.7672,Very_High,2,Tier 3,Supermarket Type2,5624.6784,3.656
NCU41,18.85,0.05213575,17,OUT049,Health and Hygiene,190.1846,High,2,Tier 1,Supermarket Type1,6687.961,4.347
FDY56,16.35,0.062508438,17,OUT049,Fruits and Vegetables,227.1062,Very_High,2,Tier 1,Supermarket Type1,5642.655,3.668
FDV39,11.3,0.007309544,7,OUT018,Meat,196.2426,High,2,Tier 3,Supermarket Type2,4943.565,3.213
FDN32,17.5,0.015623754,7,OUT018,Fruits and Vegetables,182.6266,High,2,Tier 3,Supermarket Type2,3135.2522,2.038
FDW07,18,0.142978223,14,OUT045,Fruits and Vegetables,87.4514,Medium,2,Tier 2,Supermarket Type1,796.9626,0.518
FDZ27,7.935,0.017191055,14,OUT045,Dairy,51.535,Low,2,Tier 2,Supermarket Type1,848.895,0.552
FDW23,5.765,0.143592939,31,OUT019,Baking Goods,37.3164,Low,3,Tier 1,Grocery Store,38.6164,0.025
FDU01,20.25,0.011995271,19,OUT046,Canned,184.5924,High,3,Tier 1,Supermarket Type1,4997.4948,3.248
FDF10,15.5,0.15717236,17,OUT049,Snack Foods,149.1418,High,2,Tier 1,Supermarket Type1,588.5672,0.383
DRH03,17.25,0.061393095,31,OUT019,Dairy,91.812,Medium,3,Tier 1,Grocery Store,372.848,0.242
FDW27,5.86,0.264124669,31,OUT019,Meat,155.7314,High,3,Tier 1,Grocery Store,155.1314,0.101
DRI13,15.35,0.020310046,29,OUT013,Soft Drinks,218.0508,Very_High,1,Tier 3,Supermarket Type1,3038.7112,1.975
NCR05,10.1,0.054630834,19,OUT046,Health and Hygiene,200.2084,High,3,Tier 1,Supermarket Type1,1587.2672,1.032
FDB29,16.7,0.052517969,14,OUT045,Frozen Foods,115.4176,Medium,2,Tier 2,Supermarket Type1,687.1056,0.447
FDL51,20.7,0.047565208,17,OUT049,Dairy,213.4876,Very_High,2,Tier 1,Supermarket Type1,1929.4884,1.254
FDB11,16,0.060797393,29,OUT013,Starchy Foods,223.8404,Very_High,1,Tier 3,Supermarket Type1,3600.6464,2.34
